account_name,month,tons,net_sales,avg6m_tons,avg6m_sales,gap_days,median_gap,alert_tier,growth_tier,tier_label,buyer_type
AMERICAN CARGO GROUP OF TX INC,2025-02-01,13.2,84804.0,15.7,88877.0,31.0,30.5,Yellow,,Yellow,regular
ALCOM LLC,2024-09-01,13.2,76051.0,15.766666666666667,94799.83333333333,31.0,31.0,Yellow,,Yellow,regular
FOREST RIVER INC,2023-10-01,13.1,69153.0,18.2,96766.6,30.0,31.0,Yellow,,Yellow,regular
NOVAE LLC LOOK TRAILERS,2024-11-01,13.1,67388.0,17.333333333333332,89226.83333333333,31.0,31.0,Yellow,,Yellow,regular
LAMBERT'S ORNAMENTAL IRON,2025-01-01,13.1,17750.0,16.483333333333334,23696.166666666668,31.0,31.0,Yellow,,Yellow,regular
FOREST RIVER INC,2024-02-01,13.0,67783.0,15.4,80380.16666666667,31.0,31.0,Yellow,,Yellow,regular
CUSTOM MFG CO,2023-11-01,13.0,23906.0,16.483333333333334,31062.333333333332,31.0,31.0,Yellow,,Yellow,regular
SCOOR HOLDINGS LLC,2025-04-01,13.0,13586.0,14.966666666666667,18801.666666666668,31.0,31.0,Yellow,,Yellow,regular
"HAMAR INDUSTRIES, INC",2023-07-01,12.8,33942.0,16.200000000000003,43499.5,30.0,31.0,Yellow,,Yellow,regular
BRIM LAUNDRY MACHINERY CO,2024-07-01,12.8,26852.0,16.049999999999997,34333.666666666664,30.0,31.0,Yellow,,Yellow,regular
FOREST RIVER INC,2023-12-01,12.6,66006.0,17.016666666666666,89903.33333333333,30.0,31.0,Yellow,,Yellow,regular
CONVEYORS INC,2025-06-01,12.6,41670.0,7.366666666666667,29623.833333333332,61.0,31.0,Yellow,,Yellow,regular
HUMANETICS INC,2023-11-01,12.5,42734.0,14.766666666666666,40729.333333333336,31.0,31.0,Yellow,,Yellow,regular
SPECIAL PRODUCTS & MFG INC,2024-02-01,12.200000000000001,37299.0,16.7,42921.5,31.0,31.0,Yellow,,Yellow,regular
RIG TOOL PRODUCTS,2024-03-01,12.2,20741.0,8.76,16074.8,152.0,61.0,Yellow,,Yellow,sporadic
ABC SUPPLY CO DBA BRADCO SUPPL,2025-02-01,12.1,18591.0,9.75,15905.166666666666,62.0,31.0,Yellow,,Yellow,regular
DYNAMIC LIFT LLC,2023-11-01,11.9,23731.0,11.566666666666668,31746.833333333332,31.0,31.0,Yellow,,Yellow,regular
DAVIS METAL STAMPING INC,2025-04-01,11.9,14061.0,14.666666666666666,16612.666666666668,31.0,31.0,Yellow,,Yellow,regular
HARRIS BROTHERS FABRICATION LL,2025-06-01,11.9,12805.0,13.75,14923.5,31.0,15.5,Yellow,,Yellow,regular
BW SINCLAIR INC,2025-02-01,11.899999999999999,44915.0,9.833333333333334,55469.666666666664,31.0,31.0,Yellow,,Yellow,regular
R2 Fabrication,2025-01-01,11.899999999999999,11512.0,5.883333333333333,14374.166666666666,31.0,31.0,Yellow,,Yellow,regular
"HAMAR INDUSTRIES, INC",2023-08-01,11.700000000000001,45840.0,14.700000000000001,44279.666666666664,31.0,31.0,Yellow,,Yellow,regular
SCOOR HOLDINGS LLC,2024-08-01,11.6,12400.0,14.116666666666665,15580.166666666666,31.0,31.0,Yellow,,Yellow,regular
GENERAL STEEL WAREHOUSE,2024-09-01,11.5,51373.0,15.166666666666666,56463.833333333336,31.0,31.0,Yellow,,Yellow,regular
SOUTHWEST PERFORMANCE & MACHIN,2025-02-01,11.5,14791.0,7.040000000000001,11421.2,123.0,61.0,Yellow,,Yellow,sporadic
DATA MATIQUE,2025-03-01,11.4,47383.0,2.8666666666666667,10854.166666666666,59.0,31.0,Yellow,,Yellow,regular
INTRAPACK INDUSTRIES INC,2025-05-01,11.4,12486.0,5.26,5558.4,89.0,31.0,Yellow,,Yellow,regular
VECTOR SYSTEMS INC,2024-08-01,11.399999999999999,69187.0,13.333333333333334,96539.5,31.0,31.0,Yellow,,Yellow,regular
"ORTHMAN CONVEYING SYSTEMS, LLC",2024-10-01,11.3,17173.0,5.25,17170.75,61.0,31.0,Yellow,,Yellow,regular
JOE WHITE TANK CO,2023-08-01,11.2,58512.0,5.949999999999999,30917.0,61.0,31.0,Yellow,,Yellow,regular
VENTURE METALS INTERNATIONAL,2024-09-01,11.100000000000001,46233.0,6.8500000000000005,29251.0,62.0,31.0,Yellow,,Yellow,regular
THE BIONIC WELDER LLC,2024-05-01,11.1,11227.0,13.333333333333336,15074.833333333334,30.0,31.0,Yellow,,Yellow,regular
VECTOR SYSTEMS INC,2024-10-01,11.0,83371.0,13.633333333333331,101073.0,30.0,31.0,Yellow,,Yellow,regular
KWS MANUFACTURING COMPANY LTD,2023-08-01,11.0,41837.0,11.933333333333332,55373.0,31.0,31.0,Yellow,,Yellow,regular
"FLECO INDUSTRIES, INC.",2024-07-01,11.0,13794.0,10.4,13043.5,61.0,30.5,Yellow,,Yellow,regular
HUMANETICS INC,2024-04-01,10.9,24238.0,12.516666666666667,32216.0,31.0,31.0,Yellow,,Yellow,regular
CHANNELL COMMERCIAL CORPORATIO,2023-10-01,10.9,16655.0,9.879999999999999,19958.2,30.0,31.0,Yellow,,Yellow,regular
LAMBERT'S ORNAMENTAL IRON,2025-03-01,10.899999999999999,15067.0,12.983333333333333,18532.5,28.0,31.0,Yellow,,Yellow,regular
CRAFTMASTERS LASER & FABRICATI,2024-03-01,10.600000000000001,10837.0,2.75,7058.666666666667,60.0,31.0,Yellow,,Yellow,regular
CONVEYORS INC,2024-01-01,10.6,43926.0,12.9,48765.333333333336,31.0,31.0,Yellow,,Yellow,regular
REFRIGERATION DESIGN TECHNOLOG,2025-03-01,10.6,24930.0,12.616666666666667,31032.333333333332,28.0,31.0,Yellow,,Yellow,regular
CANNON INDUSTRIES,2024-04-01,10.6,12715.0,9.6,11891.333333333334,60.0,31.0,Yellow,,Yellow,regular
C & T CUSTOM STAINLESS,2023-10-01,10.5,39993.0,14.820000000000002,53741.8,30.0,31.0,Yellow,,Yellow,regular
SHARP IRON GROUP,2024-09-01,10.5,12026.0,9.85,16942.0,31.0,31.0,Yellow,,Yellow,regular
ZURN INDUSTRIES,2023-12-01,10.3,52541.0,14.416666666666666,46192.166666666664,30.0,31.0,Yellow,,Yellow,regular
C & T CUSTOM STAINLESS,2024-02-01,10.3,30265.0,10.683333333333335,39165.666666666664,31.0,31.0,Yellow,,Yellow,regular
GENERAL INSULATION COMPANY,2025-03-01,10.3,17129.0,6.766666666666667,9593.666666666666,59.0,31.0,Yellow,,Yellow,regular
HUMANETICS INC,2023-09-01,10.299999999999999,28650.0,13.425,33654.0,31.0,31.0,Yellow,,Yellow,regular
GST MANUFACTURING LTD,2023-12-01,10.2,53052.0,12.700000000000001,56494.833333333336,30.0,31.0,Yellow,,Yellow,regular
HALO FABRICATION AND METALWORK,2025-06-01,10.2,11261.0,10.05,14029.5,31.0,31.0,Yellow,,Yellow,regular
"PARAGON FURNITURE, INC.",2025-06-01,10.1,12685.0,8.5,10437.0,31.0,15.5,Yellow,,Yellow,regular
LONG INDUSTRIES INCORPORATED,2024-05-01,10.0,54746.0,12.8,67808.5,30.0,30.0,Yellow,,Yellow,regular
R & R DESIGN INC,2024-09-01,10.0,35720.0,11.833333333333334,31435.666666666668,31.0,31.0,Yellow,,Yellow,regular
ADVANTAGE ENVIROMENTAL LIGHTIN,2023-10-01,9.9,28027.0,5.3,15620.5,92.0,31.0,Yellow,,Yellow,regular
"CONTINENTAL NH3 PRODUCTS CO.,",2024-08-01,9.9,26967.0,4.3,13164.5,61.0,31.0,Yellow,,Yellow,regular
HALO FABRICATION AND METALWORK,2025-04-01,9.9,12651.0,9.133333333333333,12220.0,59.0,31.0,Yellow,,Yellow,regular
BYFORD MACHINE & TOOL INC,2023-10-01,9.9,11893.0,9.350000000000001,16196.0,61.0,31.0,Yellow,,Yellow,regular
NOVAE LLC LOOK TRAILERS,2023-11-01,9.8,47385.0,11.75,58741.5,31.0,31.0,Yellow,,Yellow,regular
VICTORY CLIMATE SYSTEMS INC UNIQUE FAB,2024-12-01,9.8,22300.0,11.366666666666665,30622.5,30.0,31.0,Yellow,,Yellow,regular
CHANNELL COMMERCIAL CORPORATIO,2024-01-01,9.700000000000001,21359.0,9.85,20191.666666666668,92.0,31.0,Yellow,,Yellow,regular
BYFORD MACHINE & TOOL INC,2024-07-01,9.700000000000001,11458.0,11.266666666666666,13879.666666666666,30.0,31.0,Yellow,,Yellow,regular
GENERAL STEEL WAREHOUSE,2024-06-01,9.7,50077.0,13.466666666666667,51428.0,31.0,31.0,Yellow,,Yellow,regular
FEHRS METAL BLDG CONSTRUCTION  DBA FEHRS,2024-10-01,9.7,13575.0,7.5,9893.6,153.0,76.0,Yellow,,Yellow,sporadic
JANECEK PERFORMANCE & EQUIPMEN,2024-09-01,9.7,9966.0,5.516666666666666,6387.166666666667,123.0,61.0,Yellow,,Yellow,sporadic
UNIQUE STAINLESS DESIGNS LLC,2024-10-01,9.6,28782.0,4.6,14392.333333333334,61.0,31.0,Yellow,,Yellow,regular
UNIFIED SUPPLY AND SERVICES CO,2024-12-01,9.6,18177.0,11.333333333333334,16909.166666666668,30.0,31.0,Yellow,,Yellow,regular
MARTIN SPROCKET & GEAR INC,2023-10-01,9.5,33592.0,4.025,19966.75,61.0,31.0,Yellow,,Yellow,regular
R & R DESIGN INC,2023-09-01,9.5,31173.0,12.45,28853.5,31.0,31.0,Yellow,,Yellow,regular
C & T CUSTOM STAINLESS,2024-05-01,9.5,30134.0,12.399999999999999,36301.0,30.0,31.0,Yellow,,Yellow,regular
STAR MANUFACTURING LLC,2023-09-01,9.4,39310.0,4.7,20964.333333333332,62.0,31.0,Yellow,,Yellow,regular
T TOP MFG,2024-09-01,9.4,28785.0,9.083333333333334,34350.666666666664,31.0,31.0,Yellow,,Yellow,regular
KNOX MACHINE,2023-08-01,9.4,16131.0,8.15,15640.5,31.0,15.5,Yellow,,Yellow,regular
REFRIGERATION DESIGN TECHNOLOG,2025-04-01,9.3,19655.0,9.033333333333333,24831.333333333332,31.0,31.0,Yellow,,Yellow,regular
PRECISION SHEET METAL PRODUCTS,2023-11-01,9.3,13119.0,5.166666666666667,15904.833333333334,31.0,31.0,Yellow,,Yellow,regular
GO INDUSTRIES,2024-12-01,9.3,9242.0,12.116666666666667,13186.0,30.0,31.0,Yellow,,Yellow,regular
TECO METAL PRODUCTS,2023-12-01,9.299999999999999,13834.0,12.15,16405.333333333332,30.0,31.0,Yellow,,Yellow,regular
SHARP IRON GROUP,2024-07-01,9.200000000000001,14816.0,6.95,17617.5,30.0,31.0,Yellow,,Yellow,regular
"BLACK IRON PRODUCTS, LLC",2024-05-01,9.1,17609.0,4.683333333333334,9866.833333333334,90.0,31.0,Yellow,,Yellow,regular
BRINDLE PRODUCTS,2025-04-01,9.0,10421.0,9.366666666666667,9833.333333333334,59.0,31.0,Yellow,,Yellow,regular
BALDWIN METALS CO INC,2023-10-01,8.9,36402.0,3.4333333333333336,13178.666666666666,61.0,31.0,Yellow,,Yellow,regular
"O2 COOL MANUFACTURING, LLC",2025-02-01,8.9,21171.0,4.483333333333333,10994.166666666666,92.0,31.0,Yellow,,Yellow,regular
R & R DESIGN INC,2025-02-01,8.9,20762.0,9.316666666666668,27178.5,31.0,31.0,Yellow,,Yellow,regular
RUDY & ASSOCIATES,2024-01-01,8.8,20077.0,7.8500000000000005,26862.5,31.0,31.0,Yellow,,Yellow,regular
DUCT WORKS,2024-08-01,8.8,11524.0,8.633333333333335,11153.666666666666,61.0,31.0,Yellow,,Yellow,regular
"INNOVATIONSMITH, LLC",2025-01-01,8.8,9553.0,4.333333333333333,5824.166666666667,61.0,31.0,Yellow,,Yellow,regular
BYFORD MACHINE & TOOL INC,2024-08-01,8.8,8663.0,10.283333333333333,11680.833333333334,31.0,31.0,Yellow,,Yellow,regular
BYFORD MACHINE & TOOL INC,2024-11-01,8.8,7430.0,9.15,9196.5,61.0,31.0,Yellow,,Yellow,regular
WRICO STAMPING CO OF TEXAS,2025-05-01,8.799999999999999,32407.0,10.549999999999999,26373.166666666668,30.0,31.0,Yellow,,Yellow,regular
M & H METAL SPECIALTIES INC,2023-12-01,8.7,12556.0,3.5999999999999996,4892.75,61.0,31.0,Yellow,,Yellow,regular
UNIVERSAL ENCLOSURE SYSTEMS,2025-04-01,8.5,12527.0,4.95,7521.5,31.0,15.5,Yellow,,Yellow,regular
GO INDUSTRIES,2025-01-01,8.5,8123.0,9.683333333333332,10601.5,31.0,31.0,Yellow,,Yellow,regular
ALECOM METAL WORKS INC,2024-03-01,8.4,12326.0,5.483333333333334,16092.833333333334,29.0,31.0,Yellow,,Yellow,regular
TEXAS PRO FAB CORP,2024-01-01,8.3,10078.0,7.6499999999999995,12442.333333333334,31.0,31.0,Yellow,,Yellow,regular
"K & M ELEVATOR, LLC",2024-10-01,8.200000000000001,12641.0,1.7000000000000002,3943.0,92.0,31.0,Yellow,,Yellow,regular
"OAKCROFT ASSOCIATES, INC dba ROOFMASTER PRODUCTS",2025-06-01,8.2,10732.0,3.033333333333333,4747.166666666667,61.0,31.0,Yellow,,Yellow,regular
BEACON SALES AQUISITION INC DBA BEACON ROOFING SUPPLY INC,2023-08-01,8.2,10394.0,11.0,14819.0,61.0,31.0,Yellow,,Yellow,regular
GENERAL STEEL WAREHOUSE,2025-01-01,8.1,31396.0,9.566666666666666,40970.166666666664,31.0,31.0,Yellow,,Yellow,regular
THE HENRY GROUP INC,2023-11-01,8.1,15165.0,8.925,20429.75,31.0,31.0,Yellow,,Yellow,regular
MULTI-METAL INC,2023-08-01,8.1,14139.0,7.7,18510.0,31.0,31.0,Yellow,,Yellow,regular
PRECISION SHEET METAL PRODUCTS,2024-04-01,8.1,10189.0,5.583333333333333,12230.5,31.0,31.0,Yellow,,Yellow,regular
P & W QUALITY MACHINE INC,2025-06-01,8.1,10172.0,6.05,7183.833333333333,61.0,31.0,Yellow,,Yellow,regular
R & R DESIGN INC,2025-03-01,8.0,18634.0,8.983333333333334,24330.833333333332,28.0,31.0,Yellow,,Yellow,regular
AUZMET ARCHITECTURAL,2024-01-01,8.0,11474.0,8.0,11505.5,61.0,31.0,Yellow,,Yellow,regular
ALECOM METAL WORKS INC,2023-09-01,8.0,10305.0,9.55,13343.5,31.0,31.0,Yellow,,Yellow,regular
LARSON ELECTRONICS LLC,2025-06-01,8.0,8965.0,2.783333333333333,4612.166666666667,61.0,31.0,Yellow,,Yellow,regular
WATERLOO PANELING LLC,2024-11-01,7.9,32508.0,4.12,16476.0,61.0,31.0,Yellow,,Yellow,regular
SMART LASER & MFG LLC,2024-11-01,7.9,6466.0,8.933333333333334,9079.0,31.0,31.0,Yellow,,Yellow,regular
STEEL NOW,2023-08-01,7.8999999999999995,12827.0,6.7,16687.333333333332,31.0,31.0,Yellow,,Yellow,regular
CONVEYORS INC,2024-05-01,7.800000000000001,31752.0,10.5,39926.833333333336,30.0,31.0,Yellow,,Yellow,regular
TAC INDUSTRIES INC,2023-11-01,7.800000000000001,29290.0,4.45,15777.0,61.0,30.5,Yellow,,Yellow,regular
RESTAURANT SERVICES INC,2023-09-01,7.8,28057.0,6.133333333333333,20983.666666666668,62.0,31.0,Yellow,,Yellow,regular
HAYES & STOLZ INDUSTRIAL MFG C,2024-02-01,7.7,30472.0,10.983333333333334,26745.0,31.0,31.0,Yellow,,Yellow,regular
ACCURATE METAL STAMPING LTD,2024-09-01,7.7,8864.0,6.366666666666667,11656.666666666666,31.0,31.0,Yellow,,Yellow,regular
KWS MANUFACTURING COMPANY LTD,2024-06-01,7.6,24734.0,8.683333333333332,30536.833333333332,31.0,31.0,Yellow,,Yellow,regular
CANNON INDUSTRIES,2023-08-01,7.6,9920.0,9.733333333333333,13656.333333333334,31.0,31.0,Yellow,,Yellow,regular
CLASSIC STAINLESS,2023-12-01,7.5,27336.0,6.0200000000000005,25237.2,61.0,31.0,Yellow,,Yellow,regular
KOERBER SUPPLY CHAIN LLC DBA SIEMENS PARCEL LOGISTICS L,2025-03-01,7.5,23342.0,3.3833333333333333,7501.5,59.0,31.0,Yellow,,Yellow,regular
C & T CUSTOM STAINLESS,2023-07-01,7.5,16425.0,5.65,23333.0,30.0,31.0,Yellow,,Yellow,regular
M&M BBQ COMPANY,2024-02-01,7.5,13864.0,4.3,8824.0,62.0,30.5,Yellow,,Yellow,regular
PAL-CON LLC,2024-03-01,7.3999999999999995,32132.0,2.4499999999999997,14493.333333333334,60.0,31.0,Yellow,,Yellow,regular
TAMRA GROUP INC DBA ENGAGE IND,2024-09-01,7.3999999999999995,7287.0,3.516666666666666,5700.666666666667,62.0,31.0,Yellow,,Yellow,regular
SPIRAL PIPE OF TEXAS INC,2024-08-01,7.3,25257.0,3.5,14043.333333333334,61.0,31.0,Yellow,,Yellow,regular
AMERICAN MTL SPLY DBA AMERICAN,2023-07-01,7.3,25071.0,9.5,31100.0,30.0,31.0,Yellow,,Yellow,regular
BEACON SALES AQUISITION INC DBA BEACON ROOFING SUPPLY INC,2024-01-01,7.3,11893.0,8.049999999999999,11021.5,61.0,31.0,Yellow,,Yellow,regular
"ORTHMAN CONVEYING SYSTEMS, LLC",2025-01-01,7.3,9467.0,6.45,11972.333333333334,31.0,31.0,Yellow,,Yellow,regular
LEE PRODUCTS INC,2025-01-01,7.2,15706.0,9.299999999999999,17260.166666666668,31.0,31.0,Yellow,,Yellow,regular
PRECISION M/C MANUFACTURING IN,2024-07-01,7.2,6971.0,3.033333333333333,6257.5,61.0,31.0,Yellow,,Yellow,regular
DRALCO SYSTEMS LLC,2024-06-01,7.1,22519.0,9.616666666666665,27254.333333333332,31.0,31.0,Yellow,,Yellow,regular
UNIFIED SUPPLY AND SERVICES CO,2025-03-01,7.1,15298.0,9.716666666666667,13875.0,28.0,31.0,Yellow,,Yellow,regular
MCHONE METAL FABRICATORS INC,2024-10-01,7.0,7712.0,9.533333333333333,10865.166666666666,30.0,31.0,Yellow,,Yellow,regular
AIR CLEANING TECHNOLOGY INC,2024-12-01,6.9,8463.0,4.316666666666667,6547.333333333333,61.0,31.0,Yellow,,Yellow,regular
DRALCO SYSTEMS LLC,2023-10-01,6.800000000000001,19353.0,8.52,21388.6,30.0,31.0,Yellow,,Yellow,regular
FOREST RIVER INC,2025-02-01,6.8,38268.0,8.366666666666667,45821.666666666664,31.0,31.0,Yellow,,Yellow,regular
WILL'S PRO CUSTOM MFG INC,2024-10-01,6.8,23761.0,4.216666666666666,9008.5,92.0,31.0,Yellow,,Yellow,regular
"BLACK IRON PRODUCTS, LLC",2023-10-01,6.8,15206.0,7.45,20079.5,30.0,31.0,Yellow,,Yellow,regular
BRINDLE PRODUCTS,2024-01-01,6.8,9490.0,9.25,11409.0,31.0,31.0,Yellow,,Yellow,regular
ABRASIVE BLAST SYSTEMS,2025-03-01,6.8,6554.0,6.75,7843.833333333333,28.0,31.0,Yellow,,Yellow,regular
"AMERICASE, LLC",2025-04-01,6.7,33486.0,2.316666666666667,10986.833333333334,90.0,45.5,Yellow,,Yellow,sporadic
"BCS SWITCHGEAR, INC.",2024-08-01,6.699999999999999,7305.0,6.8,7750.0,61.0,31.0,Yellow,,Yellow,regular
ED W SMITH MACHINE WORKS INC,2025-03-01,6.6,35893.0,1.583333333333333,8883.666666666666,59.0,31.0,Yellow,,Yellow,regular
CENTRAL TRANSPORT,2024-06-01,6.6,11565.0,5.983333333333333,15308.0,31.0,31.0,Yellow,,Yellow,regular
BRINDLE PRODUCTS,2024-07-01,6.6,7061.0,7.899999999999999,9646.333333333334,30.0,31.0,Yellow,,Yellow,regular
CLASSIC STAINLESS,2023-10-01,6.5,29156.0,5.65,24712.5,61.0,31.0,Yellow,,Yellow,regular
SAMUEL JACKSON,2024-06-01,6.5,15952.0,7.4,19680.75,152.0,92.0,Yellow,,Yellow,sporadic
VALCORP ENTERPRISES LLC,2024-02-01,6.5,9222.0,2.4499999999999997,7243.0,62.0,31.0,Yellow,,Yellow,regular
TEXAS PRO FAB CORP,2024-09-01,6.5,8460.0,6.4333333333333345,10889.833333333334,31.0,31.0,Yellow,,Yellow,regular
THE HENRY GROUP INC,2025-04-01,6.5,8395.0,5.316666666666667,9881.166666666666,31.0,31.0,Yellow,,Yellow,regular
MCHONE METAL FABRICATORS INC,2024-11-01,6.5,8208.0,8.933333333333332,9206.166666666666,31.0,31.0,Yellow,,Yellow,regular
BRINDLE PRODUCTS,2024-02-01,6.5,8048.0,9.083333333333334,11337.5,31.0,31.0,Yellow,,Yellow,regular
ENTEX FABRICATIONS INC,2025-06-01,6.5,7926.0,6.633333333333333,7018.5,92.0,31.0,Yellow,,Yellow,regular
VECTOR SYSTEMS INC,2023-10-01,6.4,33352.0,7.38,42571.4,30.0,31.0,Yellow,,Yellow,regular
CUSTOM '88 LLC,2025-03-01,6.4,8594.0,6.866666666666667,9896.666666666666,90.0,31.0,Yellow,,Yellow,regular
UNIQUE STAINLESS DESIGNS LLC,2023-10-01,6.3,24610.0,4.4,17495.75,61.0,31.0,Yellow,,Yellow,regular
TEXAS METAL FABRICATORS INC,2024-09-01,6.2,24151.0,3.9333333333333336,13516.333333333334,62.0,31.0,Yellow,,Yellow,regular
REPUBLIC SALES & MFG,2024-09-01,6.2,18388.0,2.9499999999999997,8428.0,62.0,31.0,Yellow,,Yellow,regular
RESTAURANT SERVICES INC,2024-10-01,6.2,18044.0,6.433333333333334,21848.166666666668,30.0,31.0,Yellow,,Yellow,regular
TAMRA GROUP INC DBA ENGAGE IND,2023-10-01,6.2,16270.0,2.766666666666667,6936.666666666667,61.0,31.0,Yellow,,Yellow,regular
OWEN OIL TOOLS-DIV CORE LABORA,2025-02-01,6.2,14499.0,3.6166666666666667,10968.166666666666,62.0,31.0,Yellow,,Yellow,regular
EKJ ENT DBA COL MET SPRAY BOOT,2025-06-01,6.1,22632.0,5.8500000000000005,9298.166666666666,61.0,31.0,Yellow,,Yellow,regular
TEXAS HYDRAULICS INC,2025-03-01,6.1,21140.0,7.516666666666667,27469.833333333332,28.0,31.0,Yellow,,Yellow,regular
AMERICAN SHEET METAL,2024-05-01,6.1,10280.0,2.766666666666667,6208.833333333333,61.0,31.0,Yellow,,Yellow,regular
DRIVE PRODUCTS USA INC,2025-05-01,6.1,9833.0,7.333333333333333,12932.833333333334,30.0,59.0,Yellow,,Yellow,sporadic
"O'BRIEN STEEL & SUPPLY, LLC",2025-05-01,6.1,6110.0,3.0999999999999996,3326.0,89.0,31.0,Yellow,,Yellow,regular
RESTAURANT SERVICES INC,2024-11-01,6.0,19466.0,6.95,23430.333333333332,31.0,31.0,Yellow,,Yellow,regular
GENERAL AVIATION INDUSTRIES IN,2023-12-01,6.0,18146.0,7.8500000000000005,20126.833333333332,30.0,31.0,Yellow,,Yellow,regular
D S MACHINE INC,2024-08-01,6.0,8774.0,2.6,6128.333333333333,92.0,31.0,Yellow,,Yellow,regular
A FAB INDUSTRIES,2025-03-01,6.0,6762.0,8.033333333333333,7692.5,28.0,31.0,Yellow,,Yellow,regular
VICTORY CLIMATE SYSTEMS INC UNIQUE FAB,2023-11-01,5.9,6775.0,3.425,8455.75,31.0,31.0,Yellow,,Yellow,regular
GENERAL STEEL WAREHOUSE,2023-07-01,5.8999999999999995,35842.0,7.699999999999999,46030.0,30.0,31.0,Yellow,,Yellow,regular
RESTAURANT SERVICES INC,2024-08-01,5.8999999999999995,16672.0,4.916666666666667,19822.666666666668,31.0,31.0,Yellow,,Yellow,regular
CACTUS MILLWRIGHT DIV CACTUS F,2023-11-01,5.8,21320.0,3.1,13361.0,61.0,30.5,Yellow,,Yellow,regular
SEND CUT SEND INC,2025-03-01,5.8,15068.0,7.5,17645.5,28.0,30.0,Yellow,,Yellow,regular
A FAB INDUSTRIES,2025-01-01,5.8,5194.0,6.766666666666666,6190.666666666667,31.0,31.0,Yellow,,Yellow,regular
R & R DESIGN INC,2025-06-01,5.7,34040.0,6.966666666666668,25017.5,31.0,31.0,Yellow,,Yellow,regular
R & R DESIGN INC,2025-04-01,5.7,33129.0,6.749999999999999,20647.833333333332,31.0,31.0,Yellow,,Yellow,regular
GST MANUFACTURING LTD,2024-03-01,5.7,22050.0,7.083333333333332,28720.833333333332,29.0,31.0,Yellow,,Yellow,regular
PEDCO SYSTEMS INC,2023-10-01,5.7,14910.0,5.3,14508.0,61.0,31.0,Yellow,,Yellow,regular
LWF SERVICES LLC,2025-01-01,5.7,13629.0,5.05,18134.5,61.0,61.0,Yellow,,Yellow,sporadic
MATERIALS TRANSPORTATION CO,2024-10-01,5.7,13547.0,7.3,13566.5,30.0,31.0,Yellow,,Yellow,regular
SAGE OIL VAC,2024-01-01,5.7,9679.0,6.166666666666667,12486.5,31.0,31.0,Yellow,,Yellow,regular
"PARAGON ROOFING, LLC",2024-09-01,5.7,7781.0,6.666666666666667,9369.333333333334,31.0,31.0,Yellow,,Yellow,regular
ADVANCED LIGHTNING TECHNOLOGY,2023-09-01,5.7,6905.0,2.4333333333333336,4721.333333333333,62.0,31.0,Yellow,,Yellow,regular
CLASSIC STAINLESS,2024-04-01,5.699999999999999,18739.0,5.3999999999999995,22326.166666666668,60.0,31.0,Yellow,,Yellow,regular
WEST TEXAS STEEL & SUPPLY CO,2025-04-01,5.6000000000000005,14623.0,2.65,9358.333333333334,90.0,31.0,Yellow,,Yellow,regular
WRICO STAMPING CO OF TEXAS,2023-09-01,5.6,13888.0,5.925,18327.75,31.0,31.0,Yellow,,Yellow,regular
"13 MFG, INC.",2025-01-01,5.6,6733.0,2.233333333333333,2873.6666666666665,92.0,31.0,Yellow,,Yellow,regular
PEERLESS MFG CO,2025-02-01,5.6,6386.0,3.233333333333333,8541.833333333334,62.0,45.5,Yellow,,Yellow,sporadic
FEHRS METAL BLDG CONSTRUCTION  DBA FEHRS,2025-05-01,5.5,8097.0,7.166666666666667,9594.166666666666,212.0,76.0,Yellow,,Yellow,sporadic
FORT WORTH F & D HEAD CO,2024-08-01,5.4,32218.0,7.600000000000001,43241.166666666664,31.0,31.0,Yellow,,Yellow,regular
CONVEYORS INC,2025-04-01,5.4,21230.0,5.883333333333333,26369.166666666668,31.0,31.0,Yellow,,Yellow,regular
WEST TEXAS STEEL & SUPPLY CO,2024-05-01,5.4,18249.0,3.466666666666667,11832.5,61.0,31.0,Yellow,,Yellow,regular
"GLENN METALCRAFT TEXAS, LLC",2025-06-01,5.4,16874.0,2.65,10707.0,61.0,31.0,Yellow,,Yellow,regular
A FAB INDUSTRIES,2025-04-01,5.4,6282.0,7.466666666666668,7426.833333333333,31.0,31.0,Yellow,,Yellow,regular
CATCO USA LLC,2024-03-01,5.3,19505.0,6.466666666666668,23989.833333333332,29.0,31.0,Yellow,,Yellow,regular
J & R MANUFACTURING INC,2023-10-01,5.3,11380.0,5.82,15389.6,30.0,31.0,Yellow,,Yellow,regular
AMERICAN MACHINERY GROUP,2024-02-01,5.3,6708.0,2.28,5145.6,123.0,45.5,Yellow,,Yellow,sporadic
CARGO CRAFT OF TEXAS,2025-04-01,5.2,28552.0,3.6166666666666667,19865.166666666668,59.0,31.0,Yellow,,Yellow,regular
ASA FOOD EQUIPMENT,2025-01-01,5.2,15930.0,3.3166666666666664,10776.166666666666,61.0,31.0,Yellow,,Yellow,regular
CLASSIC STAINLESS,2024-02-01,5.2,14502.0,4.466666666666667,19328.166666666668,31.0,31.0,Yellow,,Yellow,regular
ABC SUPPLY CO DBA BRADCO SUPPL,2024-04-01,5.2,7492.0,4.025,7784.25,60.0,31.0,Yellow,,Yellow,regular
TEXAS HYDRAULICS INC,2024-11-01,5.199999999999999,19730.0,7.1000000000000005,27159.833333333332,31.0,31.0,Yellow,,Yellow,regular
