Account Name,,Date,Shipped Weight,Net Sales
"DALLAS TEXAS TOOL & DIE, INC",,7/1/23,0.2,$443 
"DALLAS TEXAS TOOL & DIE, INC",,8/1/23,2.7,"$3,256 "
"DALLAS TEXAS TOOL & DIE, INC",,9/1/23,3.8,"$4,515 "
"DALLAS TEXAS TOOL & DIE, INC",,10/1/23,6,"$6,822 "
"DALLAS TEXAS TOOL & DIE, INC",,10/1/23,1.5,"$1,672 "
"DALLAS TEXAS TOOL & DIE, INC",,11/1/23,6,"$7,648 "
"DALLAS TEXAS TOOL & DIE, INC",,11/1/23,1.4,"$1,686 "
"DALLAS TEXAS TOOL & DIE, INC",,12/1/23,2,"$2,628 "
"DALLAS TEXAS TOOL & DIE, INC",,1/1/24,1.8,"$2,575 "
"DALLAS TEXAS TOOL & DIE, INC",,2/1/24,1.3,"$1,722 "
"DALLAS TEXAS TOOL & DIE, INC",,3/1/24,2.9,"$3,791 "
"DALLAS TEXAS TOOL & DIE, INC",,3/1/24,5.1,"$5,932 "
"DALLAS TEXAS TOOL & DIE, INC",,4/1/24,0,($582)
"DALLAS TEXAS TOOL & DIE, INC",,4/1/24,0.2,$291 
"DALLAS TEXAS TOOL & DIE, INC",,4/1/24,2.7,"$3,560 "
"DALLAS TEXAS TOOL & DIE, INC",,4/1/24,0.9,"$1,141 "
"DALLAS TEXAS TOOL & DIE, INC",,5/1/24,3.7,"$4,739 "
"DALLAS TEXAS TOOL & DIE, INC",,5/1/24,0.6,$754 
"DALLAS TEXAS TOOL & DIE, INC",,6/1/24,1.3,"$1,643 "
"DALLAS TEXAS TOOL & DIE, INC",,7/1/24,0.3,$385 
"DALLAS TEXAS TOOL & DIE, INC",,7/1/24,2.1,"$3,202 "
"DALLAS TEXAS TOOL & DIE, INC",,8/1/24,3.1,"$3,416 "
"DALLAS TEXAS TOOL & DIE, INC",,9/1/24,3.2,"$3,326 "
"DALLAS TEXAS TOOL & DIE, INC",,10/1/24,5.9,"$5,764 "
"DALLAS TEXAS TOOL & DIE, INC",,11/1/24,0.8,$998 
"DALLAS TEXAS TOOL & DIE, INC",,11/1/24,2.6,"$2,658 "
"DALLAS TEXAS TOOL & DIE, INC",,12/1/24,1.3,"$1,319 "
"DALLAS TEXAS TOOL & DIE, INC",,12/1/24,4.5,"$4,190 "
"DALLAS TEXAS TOOL & DIE, INC",,1/1/25,1.6,"$1,642 "
"DALLAS TEXAS TOOL & DIE, INC",,2/1/25,0,($92)
"DALLAS TEXAS TOOL & DIE, INC",,2/1/25,1.5,"$1,620 "
"DALLAS TEXAS TOOL & DIE, INC",,3/1/25,2.5,"$3,531 "
"DALLAS TEXAS TOOL & DIE, INC",,3/1/25,1.3,"$1,534 "
"DALLAS TEXAS TOOL & DIE, INC",,4/1/25,2.5,"$3,637 "
"DALLAS TEXAS TOOL & DIE, INC",,5/1/25,6.5,"$9,364 "
"DALLAS TEXAS TOOL & DIE, INC",,6/1/25,3.4,"$5,262 "
"DALLAS TEXAS TOOL & DIE, INC",,6/1/25,1.4,"$2,218 "
"DALLAS TEXAS TOOL & DIE, INC",,4/1/24,0.2,$283 
"DALLAS TEXAS TOOL & DIE, INC",,5/1/24,0.1,$81 
"DALLAS TEXAS TOOL & DIE, INC",,9/1/24,0.4,$657 
"DALLAS TEXAS TOOL & DIE, INC",,1/1/25,0.2,$483 
"DALLAS TEXAS TOOL & DIE, INC",,10/1/23,0.1,$435 
"DALLAS TEXAS TOOL & DIE, INC",,11/1/23,0.2,$710 
"DALLAS TEXAS TOOL & DIE, INC",,1/1/25,0.1,$664 
"DALLAS TEXAS TOOL & DIE, INC",,3/1/25,0,$67 
"DALLAS TEXAS TOOL & DIE, INC",,1/1/25,0.1,$204 
"DALLAS TEXAS TOOL & DIE, INC",,8/1/24,0,$334 
"DALLAS TEXAS TOOL & DIE, INC",,6/1/23,0.1,$295 
"DALLAS TEXAS TOOL & DIE, INC",,3/1/24,0.1,$663 
"DALLAS TEXAS TOOL & DIE, INC",,6/1/24,0.1,$400 
"DALLAS TEXAS TOOL & DIE, INC",,8/1/24,0.1,$527 
"DALLAS TEXAS TOOL & DIE, INC",,11/1/24,0.1,$274 
"DALLAS TEXAS TOOL & DIE, INC",,1/1/25,0.1,$457 
"DALLAS TEXAS TOOL & DIE, INC",,2/1/25,0.4,"$1,551 "
"DALLAS TEXAS TOOL & DIE, INC",,3/1/25,0.2,"$1,155 "
"DALLAS TEXAS TOOL & DIE, INC",,8/1/24,0,$115 
"DALLAS TEXAS TOOL & DIE, INC",,2/1/25,0,$554 
"DALLAS TEXAS TOOL & DIE, INC",,8/1/23,0.8,$941 
"DALLAS TEXAS TOOL & DIE, INC",,9/1/23,0.4,$455 
"DALLAS TEXAS TOOL & DIE, INC",,10/1/23,0.6,$659 
"DALLAS TEXAS TOOL & DIE, INC",,11/1/23,1,"$1,346 "
"DALLAS TEXAS TOOL & DIE, INC",,12/1/23,0.4,$643 
"DALLAS TEXAS TOOL & DIE, INC",,3/1/24,0.2,$268 
"DALLAS TEXAS TOOL & DIE, INC",,4/1/24,0.4,$512 
"DALLAS TEXAS TOOL & DIE, INC",,9/1/24,0.4,$421 
"DALLAS TEXAS TOOL & DIE, INC",,10/1/24,0.6,$570 
"DALLAS TEXAS TOOL & DIE, INC",,12/1/24,2.9,"$2,700 "
"DALLAS TEXAS TOOL & DIE, INC",,1/1/25,0.4,$478 
"DALLAS TEXAS TOOL & DIE, INC",,2/1/25,0.2,$264 
"DALLAS TEXAS TOOL & DIE, INC",,4/1/25,0.4,$609 
"DALLAS TEXAS TOOL & DIE, INC",,6/1/25,0.1,$420 
ANCHOR FABRICATION CORP,,9/1/24,8,"$11,963 "
ANCHOR FABRICATION CORP,,10/1/24,2.6,"$2,989 "
ANCHOR FABRICATION CORP,,1/1/25,3.3,"$3,952 "
ANCHOR FABRICATION CORP,,2/1/25,1.8,"$2,128 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,11/1/23,0.1,$547 
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,12/1/24,0.1,$403 
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,4/1/25,0,($200)
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,2/1/24,0.3,$524 
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,6/1/23,0,$56 
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,6/1/23,0.7,"$1,212 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,8/1/23,0.9,"$1,307 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,10/1/23,1.3,"$2,223 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,11/1/23,0.4,"$1,133 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,3/1/24,3,"$6,256 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,5/1/24,0.9,"$2,090 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,10/1/24,1.3,"$4,702 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,11/1/24,0,($51)
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,3/1/25,4.4,"$9,135 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,4/1/25,0.9,"$1,436 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,5/1/25,2.6,"$4,720 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,6/1/25,2.3,"$4,867 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,11/1/23,0.7,"$1,536 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,5/1/24,3.5,"$4,827 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,10/1/24,-3.5,"($4,827)"
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,12/1/24,0.3,"$1,574 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,8/1/23,0.8,"$4,600 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,12/1/23,0.4,"$2,975 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,4/1/24,0.3,"$2,280 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,11/1/24,0.1,"$1,179 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,12/1/24,0.2,"$3,063 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,6/1/23,2.6,"$13,260 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,7/1/23,0.8,"$3,835 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,8/1/23,5.1,"$24,632 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,9/1/23,0.5,"$2,622 "
MANUFACTURAS VALLE ALTO KM 52 CARRETERA NAUCALPAN-TOLU,,6/1/25,0.1,"$1,150 "
EDGE FABRICATION,,5/1/24,0,($281)
EDGE FABRICATION,,5/1/24,11.5,"$38,132 "
EDGE FABRICATION,,6/1/24,0,($203)
EDGE FABRICATION,,6/1/24,7.2,"$26,864 "
EDGE FABRICATION,,7/1/24,1.6,"$7,772 "
EDGE FABRICATION,,7/1/24,0.4,"$2,247 "
EDGE FABRICATION,,8/1/24,-1.5,"($5,836)"
EDGE FABRICATION,,8/1/24,4,"$17,909 "
EDGE FABRICATION,,9/1/24,3.2,"$11,345 "
EDGE FABRICATION,,10/1/24,1.2,"$4,550 "
EDGE FABRICATION,,11/1/24,3.5,"$14,598 "
EDGE FABRICATION,,11/1/24,0.6,"$2,781 "
EDGE FABRICATION,,12/1/24,1.6,"$7,110 "
EDGE FABRICATION,,1/1/25,0.8,"$3,458 "
EDGE FABRICATION,,3/1/25,2.4,"$8,067 "
EDGE FABRICATION,,4/1/25,0.8,"$4,382 "
EDGE FABRICATION,,4/1/25,0.7,"$2,251 "
EDGE FABRICATION,,4/1/25,2.5,"$7,974 "
EDGE FABRICATION,,5/1/25,1,"$4,739 "
EDGE FABRICATION,,6/1/25,4.1,"$14,360 "
EDGE FABRICATION,,12/1/23,0,$134 
EDGE FABRICATION,,4/1/25,0.2,"$1,364 "
EDGE FABRICATION,,5/1/24,0.1,"$2,294 "
EDGE FABRICATION,,7/1/24,0.1,"$2,290 "
EDGE FABRICATION,,9/1/24,0,$238 
EDGE FABRICATION,,3/1/25,0,$631 
EDGE FABRICATION,,6/1/25,0,$508 
EDGE FABRICATION,,1/1/24,1.4,"$1,848 "
EDGE FABRICATION,,6/1/24,2,"$1,985 "
EDGE FABRICATION,,12/1/24,5.3,"$4,478 "
EDGE FABRICATION,,1/1/25,1.6,"$1,488 "
EDGE FABRICATION,,2/1/25,1.9,"$2,089 "
EDGE FABRICATION,,5/1/25,0.3,$401 
EDGE FABRICATION,,3/1/24,0.2,$726 
EDGE FABRICATION,,5/1/25,0.4,"$1,550 "
EDGE FABRICATION,,9/1/23,0.3,"$1,601 "
EDGE FABRICATION,,12/1/23,0.7,"$3,147 "
EDGE FABRICATION,,1/1/24,0.2,$805 
EDGE FABRICATION,,4/1/24,1.6,"$7,231 "
EDGE FABRICATION,,6/1/24,0.1,$891 
EDGE FABRICATION,,7/1/24,0.2,"$1,107 "
EDGE FABRICATION,,12/1/24,0.6,"$2,551 "
EDGE FABRICATION,,4/1/25,0.9,"$5,269 "
EDGE FABRICATION,,6/1/25,1,"$5,396 "
EDGE FABRICATION,,8/1/23,0,"$1,416 "
EDGE FABRICATION,,5/1/24,0,$634 
EDGE FABRICATION,,7/1/24,0,$472 
EDGE FABRICATION,,9/1/24,0,"$1,314 "
EDGE FABRICATION,,12/1/24,0,$819 
EDGE FABRICATION,,1/1/25,0,$780 
EDGE FABRICATION,,2/1/25,0,$780 
EDGE FABRICATION,,4/1/25,0,$780 
EDGE FABRICATION,,6/1/25,0,$545 
EDGE FABRICATION,,6/1/23,5,"$6,560 "
EDGE FABRICATION,,6/1/23,2.7,"$3,908 "
EDGE FABRICATION,,7/1/23,0.6,$823 
EDGE FABRICATION,,7/1/23,2.1,"$2,602 "
EDGE FABRICATION,,9/1/23,8.4,"$8,714 "
EDGE FABRICATION,,9/1/23,0.9,"$1,022 "
EDGE FABRICATION,,10/1/23,2.8,"$2,801 "
EDGE FABRICATION,,11/1/23,4.5,"$5,254 "
EDGE FABRICATION,,12/1/23,1.4,"$2,143 "
EDGE FABRICATION,,1/1/24,2,"$2,821 "
EDGE FABRICATION,,3/1/24,8.6,"$10,152 "
EDGE FABRICATION,,3/1/24,1.2,"$1,515 "
EDGE FABRICATION,,4/1/24,-1.2,"($1,514)"
EDGE FABRICATION,,4/1/24,5.9,"$6,974 "
EDGE FABRICATION,,5/1/24,12.9,"$15,766 "
EDGE FABRICATION,,5/1/24,0.2,$475 
EDGE FABRICATION,,5/1/24,0.7,$928 
EDGE FABRICATION,,6/1/24,14.2,"$16,336 "
EDGE FABRICATION,,7/1/24,9.3,"$10,277 "
EDGE FABRICATION,,8/1/24,7.6,"$8,189 "
EDGE FABRICATION,,9/1/24,8.5,"$9,234 "
EDGE FABRICATION,,10/1/24,7.3,"$7,923 "
EDGE FABRICATION,,10/1/24,0.6,$732 
EDGE FABRICATION,,11/1/24,6.2,"$6,584 "
EDGE FABRICATION,,11/1/24,0.8,$993 
EDGE FABRICATION,,12/1/24,8.8,"$9,278 "
EDGE FABRICATION,,1/1/25,7.8,"$8,324 "
EDGE FABRICATION,,3/1/25,2.7,"$3,883 "
EDGE FABRICATION,,4/1/25,16.5,"$21,027 "
EDGE FABRICATION,,5/1/25,0,($87)
EDGE FABRICATION,,5/1/25,4.4,"$6,093 "
EDGE FABRICATION,,6/1/25,5.3,"$6,528 "
EDGE FABRICATION,,6/1/25,9.8,"$11,682 "
EDGE FABRICATION,,6/1/23,6.3,"$8,038 "
EDGE FABRICATION,,6/1/23,7.7,"$10,866 "
EDGE FABRICATION,,7/1/23,11.5,"$13,648 "
EDGE FABRICATION,,9/1/23,41.2,"$40,625 "
EDGE FABRICATION,,9/1/23,0.7,$683 
EDGE FABRICATION,,10/1/23,9,"$8,820 "
EDGE FABRICATION,,10/1/23,8.9,"$8,639 "
EDGE FABRICATION,,11/1/23,9,"$10,386 "
EDGE FABRICATION,,4/1/24,15.3,"$15,391 "
EDGE FABRICATION,,5/1/24,3.8,"$3,901 "
EDGE FABRICATION,,6/1/24,-0.9,($956)
EDGE FABRICATION,,6/1/24,11.9,"$11,288 "
EDGE FABRICATION,,7/1/24,2.6,"$2,486 "
EDGE FABRICATION,,7/1/24,2.4,"$2,285 "
EDGE FABRICATION,,8/1/24,0.4,$389 
EDGE FABRICATION,,9/1/24,11.2,"$10,121 "
EDGE FABRICATION,,10/1/24,3,"$2,673 "
EDGE FABRICATION,,12/1/24,4.4,"$3,688 "
EDGE FABRICATION,,4/1/25,0.5,$587 
EDGE FABRICATION,,4/1/25,2,"$2,439 "
EDGE FABRICATION,,5/1/25,0.3,$402 
EDGE FABRICATION,,6/1/25,0.5,$552 
EDGE FABRICATION,,6/1/23,3.2,"$4,732 "
EDGE FABRICATION,,7/1/23,3.6,"$4,512 "
EDGE FABRICATION,,7/1/23,3.2,"$4,203 "
EDGE FABRICATION,,9/1/23,4.5,"$5,489 "
EDGE FABRICATION,,10/1/23,1.7,"$1,979 "
EDGE FABRICATION,,11/1/23,1.9,"$3,488 "
EDGE FABRICATION,,3/1/24,-0.5,($689)
EDGE FABRICATION,,3/1/24,1.8,"$2,374 "
EDGE FABRICATION,,4/1/24,2.1,"$2,705 "
EDGE FABRICATION,,5/1/24,0.2,$428 
EDGE FABRICATION,,6/1/24,4.3,"$5,484 "
EDGE FABRICATION,,7/1/24,1.5,"$1,973 "
EDGE FABRICATION,,8/1/24,0.2,$318 
EDGE FABRICATION,,9/1/24,1.6,"$2,234 "
EDGE FABRICATION,,10/1/24,1.4,"$1,750 "
EDGE FABRICATION,,12/1/24,0.9,$949 
EDGE FABRICATION,,1/1/25,9.4,"$10,566 "
EDGE FABRICATION,,2/1/25,0.3,$348 
EDGE FABRICATION,,4/1/25,12.6,"$16,666 "
EDGE FABRICATION,,5/1/25,10.9,"$14,294 "
EDGE FABRICATION,,5/1/24,0,$58 
EDGE FABRICATION,,5/1/24,0,$307 
EDGE FABRICATION,,12/1/24,0.2,$346 
EDGE FABRICATION,,4/1/25,0,$328 
EDGE FABRICATION,,10/1/23,0,$296 
EDGE FABRICATION,,3/1/24,0,$404 
EDGE FABRICATION,,12/1/24,0.2,$273 
EDGE FABRICATION,,6/1/23,2.5,"$17,714 "
EDGE FABRICATION,,6/1/23,0.6,"$3,084 "
EDGE FABRICATION,,7/1/23,-0.6,"($4,167)"
EDGE FABRICATION,,7/1/23,0.1,"$1,234 "
EDGE FABRICATION,,7/1/23,0.3,"$1,467 "
EDGE FABRICATION,,7/1/23,0.3,"$1,346 "
EDGE FABRICATION,,8/1/23,5.7,"$22,262 "
EDGE FABRICATION,,9/1/23,12.6,"$47,206 "
EDGE FABRICATION,,10/1/23,0.9,"$4,166 "
EDGE FABRICATION,,1/1/24,8.7,"$28,893 "
EDGE FABRICATION,,2/1/24,0.3,"$1,162 "
EDGE FABRICATION,,3/1/24,11.5,"$37,167 "
EDGE FABRICATION,,3/1/24,5.5,"$17,861 "
EDGE FABRICATION,,4/1/24,9.9,"$33,238 "
TAMRA GROUP INC DBA ENGAGE IND,,7/1/23,0.1,$697 
TAMRA GROUP INC DBA ENGAGE IND,,7/1/23,0.2,"$1,003 "
TAMRA GROUP INC DBA ENGAGE IND,,10/1/23,1.8,"$8,822 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,0.1,$379 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,0,$110 
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,0,$109 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,0.2,"$1,265 "
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,0.2,"$1,375 "
TAMRA GROUP INC DBA ENGAGE IND,,1/1/24,0.1,"$1,620 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,0.1,$610 
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,0.1,"$1,065 "
TAMRA GROUP INC DBA ENGAGE IND,,9/1/24,0.1,$438 
TAMRA GROUP INC DBA ENGAGE IND,,12/1/24,0.1,"$1,186 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,0.3,"$1,514 "
TAMRA GROUP INC DBA ENGAGE IND,,2/1/24,0.4,$563 
TAMRA GROUP INC DBA ENGAGE IND,,6/1/24,0.6,$765 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,0.3,$615 
TAMRA GROUP INC DBA ENGAGE IND,,4/1/25,0.4,$711 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,1.3,"$1,444 "
TAMRA GROUP INC DBA ENGAGE IND,,7/1/24,0.7,$633 
TAMRA GROUP INC DBA ENGAGE IND,,9/1/24,6.1,"$5,051 "
TAMRA GROUP INC DBA ENGAGE IND,,10/1/24,4.3,"$3,563 "
TAMRA GROUP INC DBA ENGAGE IND,,12/1/24,4.4,"$3,587 "
TAMRA GROUP INC DBA ENGAGE IND,,1/1/25,2.8,"$2,306 "
TAMRA GROUP INC DBA ENGAGE IND,,2/1/25,3,"$2,925 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,2.9,"$3,774 "
TAMRA GROUP INC DBA ENGAGE IND,,4/1/25,1.8,"$2,156 "
TAMRA GROUP INC DBA ENGAGE IND,,7/1/23,0.4,$669 
TAMRA GROUP INC DBA ENGAGE IND,,8/1/23,1.1,"$1,563 "
TAMRA GROUP INC DBA ENGAGE IND,,10/1/23,4,"$5,770 "
TAMRA GROUP INC DBA ENGAGE IND,,11/1/23,0.8,"$1,328 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,0.4,$623 
TAMRA GROUP INC DBA ENGAGE IND,,6/1/24,2.5,"$3,421 "
TAMRA GROUP INC DBA ENGAGE IND,,7/1/24,0.9,"$1,359 "
TAMRA GROUP INC DBA ENGAGE IND,,12/1/24,2,"$2,628 "
TAMRA GROUP INC DBA ENGAGE IND,,1/1/25,5,"$6,472 "
TAMRA GROUP INC DBA ENGAGE IND,,1/1/25,3,"$3,927 "
TAMRA GROUP INC DBA ENGAGE IND,,2/1/25,1.3,"$1,651 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,27.9,"$45,162 "
TAMRA GROUP INC DBA ENGAGE IND,,4/1/25,0.7,"$1,256 "
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,0.2,$619 
TAMRA GROUP INC DBA ENGAGE IND,,11/1/24,0.1,$566 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,0.2,$585 
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,0,$269 
TAMRA GROUP INC DBA ENGAGE IND,,5/1/24,0.1,$219 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,0.4,$721 
TAMRA GROUP INC DBA ENGAGE IND,,5/1/24,1.5,"$2,384 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,0.3,$401 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,0.5,$926 
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,0.9,$0 
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,1.1,"$3,052 "
TAMRA GROUP INC DBA ENGAGE IND,,2/1/25,0.1,$480 
TAMRA GROUP INC DBA ENGAGE IND,,2/1/24,0,$392 
TAMRA GROUP INC DBA ENGAGE IND,,3/1/24,1.4,"$2,716 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,0.2,$900 
TAMRA GROUP INC DBA ENGAGE IND,,10/1/23,0.4,"$1,678 "
TAMRA GROUP INC DBA ENGAGE IND,,12/1/23,0.3,"$2,118 "
TAMRA GROUP INC DBA ENGAGE IND,,2/1/24,2,"$6,505 "
TAMRA GROUP INC DBA ENGAGE IND,,4/1/24,0.6,"$3,232 "
TAMRA GROUP INC DBA ENGAGE IND,,1/1/25,1.3,"$4,284 "
TAMRA GROUP INC DBA ENGAGE IND,,3/1/25,12,"$41,138 "
TAMRA GROUP INC DBA ENGAGE IND,,9/1/24,0.2,$940 
TAMRA GROUP INC DBA ENGAGE IND,,11/1/23,0,$308 
TAMRA GROUP INC DBA ENGAGE IND,,8/1/23,0.3,$608 
TAMRA GROUP INC DBA ENGAGE IND,,9/1/24,1,$858 
TAMRA GROUP INC DBA ENGAGE IND,,1/1/25,3.8,"$3,140 "
TAMRA GROUP INC DBA ENGAGE IND,,4/1/25,0.5,"$2,361 "
GENERAL STEEL WAREHOUSE,,7/1/23,0.3,"$1,380 "
GENERAL STEEL WAREHOUSE,,8/1/23,1.1,"$5,625 "
GENERAL STEEL WAREHOUSE,,10/1/23,1.3,"$6,624 "
GENERAL STEEL WAREHOUSE,,11/1/23,0.8,"$3,813 "
GENERAL STEEL WAREHOUSE,,12/1/23,0.3,"$1,660 "
GENERAL STEEL WAREHOUSE,,1/1/24,1.4,"$6,918 "
GENERAL STEEL WAREHOUSE,,3/1/24,0.4,"$2,185 "
GENERAL STEEL WAREHOUSE,,4/1/24,1.4,"$7,111 "
GENERAL STEEL WAREHOUSE,,5/1/24,0.9,"$4,595 "
GENERAL STEEL WAREHOUSE,,5/1/24,0.3,"$1,306 "
GENERAL STEEL WAREHOUSE,,6/1/24,0.2,"$1,342 "
GENERAL STEEL WAREHOUSE,,7/1/24,1.4,"$6,918 "
GENERAL STEEL WAREHOUSE,,7/1/24,0.7,"$3,489 "
GENERAL STEEL WAREHOUSE,,8/1/24,1.1,"$5,145 "
GENERAL STEEL WAREHOUSE,,9/1/24,1.5,"$7,269 "
GENERAL STEEL WAREHOUSE,,10/1/24,-0.4,"($1,991)"
GENERAL STEEL WAREHOUSE,,10/1/24,1,"$4,588 "
GENERAL STEEL WAREHOUSE,,3/1/25,1.1,"$5,579 "
GENERAL STEEL WAREHOUSE,,4/1/25,0,"($1,456)"
GENERAL STEEL WAREHOUSE,,4/1/25,0.9,"$5,113 "
GENERAL STEEL WAREHOUSE,,6/1/25,0.2,"$1,360 "
GENERAL STEEL WAREHOUSE,,6/1/23,0.3,"$2,970 "
GENERAL STEEL WAREHOUSE,,6/1/23,1.5,"$9,137 "
GENERAL STEEL WAREHOUSE,,8/1/23,0.5,"$2,918 "
GENERAL STEEL WAREHOUSE,,9/1/23,0.8,"$5,037 "
GENERAL STEEL WAREHOUSE,,10/1/23,1.1,"$7,109 "
GENERAL STEEL WAREHOUSE,,11/1/23,0.1,"$1,079 "
GENERAL STEEL WAREHOUSE,,12/1/23,0,"($1,097)"
GENERAL STEEL WAREHOUSE,,12/1/23,0.5,"$5,050 "
GENERAL STEEL WAREHOUSE,,1/1/24,0.5,"$5,683 "
GENERAL STEEL WAREHOUSE,,2/1/24,0.1,"$1,072 "
GENERAL STEEL WAREHOUSE,,3/1/24,0,$226 
GENERAL STEEL WAREHOUSE,,4/1/24,0,$701 
GENERAL STEEL WAREHOUSE,,5/1/24,0.2,"$1,438 "
GENERAL STEEL WAREHOUSE,,5/1/24,0,$251 
GENERAL STEEL WAREHOUSE,,6/1/24,0.1,"$1,087 "
GENERAL STEEL WAREHOUSE,,7/1/24,0,$110 
GENERAL STEEL WAREHOUSE,,8/1/24,0.4,"$2,708 "
GENERAL STEEL WAREHOUSE,,9/1/24,0.9,"$5,386 "
GENERAL STEEL WAREHOUSE,,10/1/24,0.1,"$1,377 "
GENERAL STEEL WAREHOUSE,,1/1/25,0.1,$523 
GENERAL STEEL WAREHOUSE,,2/1/25,0.3,"$1,860 "
GENERAL STEEL WAREHOUSE,,3/1/25,0,$74 
GENERAL STEEL WAREHOUSE,,4/1/25,0.1,$360 
GENERAL STEEL WAREHOUSE,,6/1/23,0,$364 
GENERAL STEEL WAREHOUSE,,7/1/23,0.2,"$1,627 "
GENERAL STEEL WAREHOUSE,,8/1/23,0.8,"$5,040 "
GENERAL STEEL WAREHOUSE,,9/1/23,0.2,"$1,327 "
GENERAL STEEL WAREHOUSE,,10/1/23,0.4,"$2,431 "
GENERAL STEEL WAREHOUSE,,11/1/23,0.2,"$1,692 "
GENERAL STEEL WAREHOUSE,,12/1/23,0.2,"$1,919 "
GENERAL STEEL WAREHOUSE,,1/1/24,1.9,"$12,765 "
GENERAL STEEL WAREHOUSE,,2/1/24,0.2,"$1,161 "
GENERAL STEEL WAREHOUSE,,3/1/24,0.2,"$1,443 "
GENERAL STEEL WAREHOUSE,,4/1/24,0.5,"$3,158 "
GENERAL STEEL WAREHOUSE,,5/1/24,0.6,"$4,436 "
GENERAL STEEL WAREHOUSE,,6/1/24,0.7,"$4,152 "
GENERAL STEEL WAREHOUSE,,7/1/24,0,$275 
GENERAL STEEL WAREHOUSE,,8/1/24,0.3,"$1,997 "
GENERAL STEEL WAREHOUSE,,9/1/24,0.7,"$3,936 "
GENERAL STEEL WAREHOUSE,,10/1/24,0.2,"$1,733 "
GENERAL STEEL WAREHOUSE,,1/1/25,0.7,"$4,584 "
